,NestID,County,Substrate,Latitude,Longitude,Occupied,Active,Successful,Hatched,Fledged,Perished,Status,Year,Station,Distance,NAME,LATITUDE,LONGITUDE,ELEVATION,AWND,AWND_ATTRIBUTES,CDSD,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,Population,Unincorporated,Prop_Unincorporated,Incorporated,Prop_Incorporated
1622,HL077,Hillsborough,Artificial Structure,27.902313,-82.504344,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012873,17.8423074,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,0.1,8.1,W,4071.0,4071.0,W,114.0,W,78.0,W,0.0,W,0.0,W,0.0,W,334.0,W,110.0,W,41.0,"W,0129, ",3.61," ,W,0709, ",96.0,"W,0626, ",,,,,,,,,,,,,,,,,,,,,62.78," ,W",75.4,W,83.3,W,67.5,W,290.0,W,250.0,W,36.0,W,49.0,W,1444870.0,988250.0,0.6839715683763937,456620.0,0.3160284316236063
1623,HL078,Hillsborough,Artificial Structure,28.077597,-82.316494,0,0,0,0.0,0.0,0.0,Unknown,2019,USW00012883,27.54128851,"LAKELAND LINDER REGIONAL AIRPORT, FL US",28.0,-82.05,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444870.0,988250.0,0.6839715683763937,456620.0,0.3160284316236063
1624,HL079,Hillsborough,Artificial Structure,28.171047,-82.211927,1,0,0,0.0,0.0,0.0,Unknown,2019,USW00012883,24.78075601,"LAKELAND LINDER REGIONAL AIRPORT, FL US",28.0,-82.05,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444870.0,988250.0,0.6839715683763937,456620.0,0.3160284316236063
1625,HL081,Hillsborough,Tree,27.999939,-82.095264,1,1,1,1.0,1.0,0.0,Successful,2019,USW00012883,4.44400004,"LAKELAND LINDER REGIONAL AIRPORT, FL US",28.0,-82.05,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444870.0,988250.0,0.6839715683763937,456620.0,0.3160284316236063
1626,HL082,Hillsborough,Tree,27.850221,-82.481563,1,1,1,2.0,2.0,0.0,Successful,2019,USW00092806,16.83876069,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,9.2,W,,,,94.0,W,64.0,W,,,,,,,,,,,,,3.62," ,W,0801, ",,,,,,,,,,,,,,,,,,,,,,,53.77," ,W",,,,,,,160.0,W,,,46.1,W,,,1444870.0,988250.0,0.6839715683763937,456620.0,0.3160284316236063
1627,HL083,Hillsborough,Tree,27.733824,-82.444094,1,1,1,2.0,2.0,0.0,Successful,2019,USW00092806,18.27957969,"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,1.3,9.2,W,,,,94.0,W,64.0,W,,,,,,,,,,,,,3.62," ,W,0801, ",,,,,,,,,,,,,,,,,,,,,,,53.77," ,W",,,,,,,160.0,W,,,46.1,W,,,1444870.0,988250.0,0.6839715683763937,456620.0,0.3160284316236063
1628,HL084,Hillsborough,Tree,28.074061,-82.293802,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012883,25.30559143,"LAKELAND LINDER REGIONAL AIRPORT, FL US",28.0,-82.05,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444870.0,988250.0,0.6839715683763937,456620.0,0.3160284316236063
1629,HL981,Hillsborough,Tree,27.976313,-82.556218,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012873,14.54884024,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,0.1,8.1,W,4071.0,4071.0,W,114.0,W,78.0,W,0.0,W,0.0,W,0.0,W,334.0,W,110.0,W,41.0,"W,0129, ",3.61," ,W,0709, ",96.0,"W,0626, ",,,,,,,,,,,,,,,,,,,,,62.78," ,W",75.4,W,83.3,W,67.5,W,290.0,W,250.0,W,36.0,W,49.0,W,1444870.0,988250.0,0.6839715683763937,456620.0,0.3160284316236063
1630,HL991,Hillsborough,Artificial Structure,28.067448,-82.504738,0,0,0,0.0,0.0,0.0,Unknown,2019,USW00012873,24.73569941,"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,0.1,8.1,W,4071.0,4071.0,W,114.0,W,78.0,W,0.0,W,0.0,W,0.0,W,334.0,W,110.0,W,41.0,"W,0129, ",3.61," ,W,0709, ",96.0,"W,0626, ",,,,,,,,,,,,,,,,,,,,,62.78," ,W",75.4,W,83.3,W,67.5,W,290.0,W,250.0,W,36.0,W,49.0,W,1444870.0,988250.0,0.6839715683763937,456620.0,0.3160284316236063
1631,HL992,Hillsborough,Artificial Structure,27.892272,-82.294392,0,0,0,0.0,0.0,0.0,Unknown,2019,USW00012883,26.82893501,"LAKELAND LINDER REGIONAL AIRPORT, FL US",28.0,-82.05,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444870.0,988250.0,0.6839715683763937,456620.0,0.3160284316236063
1632,HN007,Hernando,Tree,28.463167,-82.646333,1,1,1,1.0,1.0,0.0,Successful,2019,USW00012818,18.86347454,"BROOKSVILLE HERNANDO CO AIRPORT, FL US",28.47388,-82.45374,19.7,6.0,W,3522.0,3522.0,W,120.0,W,84.0,W,0.0,W,6.0,W,0.0,W,337.0,W,137.0,W,27.0,"W,0117, ",2.52," ,W,0707, ",99.0,"W,0528, ",31.0,"W,1203",,,,,,,30.0,"W,0307",27.0,"W,0117",,,,,686.0,9.0,686.0,W,59.01," ,W",73.0,W,84.5,W,61.4,W,260.0,W,220.0,W,40.0,W,62.0,W,188358.0,179688.0,0.953970630395311,8670.0,0.046029369604688945
1633,HN025,Hernando,Artificial Structure,28.53941,-82.3525351,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012818,12.28371625,"BROOKSVILLE HERNANDO CO AIRPORT, FL US",28.47388,-82.45374,19.7,6.0,W,3522.0,3522.0,W,120.0,W,84.0,W,0.0,W,6.0,W,0.0,W,337.0,W,137.0,W,27.0,"W,0117, ",2.52," ,W,0707, ",99.0,"W,0528, ",31.0,"W,1203",,,,,,,30.0,"W,0307",27.0,"W,0117",,,,,686.0,9.0,686.0,W,59.01," ,W",73.0,W,84.5,W,61.4,W,260.0,W,220.0,W,40.0,W,62.0,W,188358.0,179688.0,0.953970630395311,8670.0,0.046029369604688945
1634,HN027,Hernando,Tree,28.430242,-82.311454,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012818,14.73253626,"BROOKSVILLE HERNANDO CO AIRPORT, FL US",28.47388,-82.45374,19.7,6.0,W,3522.0,3522.0,W,120.0,W,84.0,W,0.0,W,6.0,W,0.0,W,337.0,W,137.0,W,27.0,"W,0117, ",2.52," ,W,0707, ",99.0,"W,0528, ",31.0,"W,1203",,,,,,,30.0,"W,0307",27.0,"W,0117",,,,,686.0,9.0,686.0,W,59.01," ,W",73.0,W,84.5,W,61.4,W,260.0,W,220.0,W,40.0,W,62.0,W,188358.0,179688.0,0.953970630395311,8670.0,0.046029369604688945
1635,IN001,Indian_River,Tree,27.795667,-80.514667,1,1,0,0.0,0.0,0.0,Inactive,2019,USW00012843,18.47442871,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,8.3,W,3948.0,3948.0,W,126.0,W,79.0,W,0.0,W,0.0,W,0.0,W,348.0,W,91.0,W,38.0,"W,0121, ",4.49," ,W,1212, ",97.0,"W,0906,+",,,,,,,,,,,,,,,,,301.0,0.0,301.0,W,49.8," ,W",75.1,W,83.9,W,66.3,W,330.0,W,320.0,W,35.1,W,53.9,W,,,,,
1636,IN002,Indian_River,Tree,27.688833,-80.451167,1,1,1,2.0,1.0,1.0,Successful,2019,USW00012843,5.207668616,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,8.3,W,3948.0,3948.0,W,126.0,W,79.0,W,0.0,W,0.0,W,0.0,W,348.0,W,91.0,W,38.0,"W,0121, ",4.49," ,W,1212, ",97.0,"W,0906,+",,,,,,,,,,,,,,,,,301.0,0.0,301.0,W,49.8," ,W",75.1,W,83.9,W,66.3,W,330.0,W,320.0,W,35.1,W,53.9,W,,,,,
1637,IN004,Indian_River,Tree,27.826833,-80.517167,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012843,21.59605853,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,8.3,W,3948.0,3948.0,W,126.0,W,79.0,W,0.0,W,0.0,W,0.0,W,348.0,W,91.0,W,38.0,"W,0121, ",4.49," ,W,1212, ",97.0,"W,0906,+",,,,,,,,,,,,,,,,,301.0,0.0,301.0,W,49.8," ,W",75.1,W,83.9,W,66.3,W,330.0,W,320.0,W,35.1,W,53.9,W,,,,,
1638,IN005,Indian_River,Tree,27.582167,-80.3745,1,1,0,0.0,0.0,0.0,Inactive,2019,USW00012843,9.025947755,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,8.3,W,3948.0,3948.0,W,126.0,W,79.0,W,0.0,W,0.0,W,0.0,W,348.0,W,91.0,W,38.0,"W,0121, ",4.49," ,W,1212, ",97.0,"W,0906,+",,,,,,,,,,,,,,,,,301.0,0.0,301.0,W,49.8," ,W",75.1,W,83.9,W,66.3,W,330.0,W,320.0,W,35.1,W,53.9,W,,,,,
1639,IN009,Indian_River,Tree,27.654,-80.818667,1,1,0,1.0,0.0,1.0,Failed,2019,USW00012843,39.8322033,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,8.3,W,3948.0,3948.0,W,126.0,W,79.0,W,0.0,W,0.0,W,0.0,W,348.0,W,91.0,W,38.0,"W,0121, ",4.49," ,W,1212, ",97.0,"W,0906,+",,,,,,,,,,,,,,,,,301.0,0.0,301.0,W,49.8," ,W",75.1,W,83.9,W,66.3,W,330.0,W,320.0,W,35.1,W,53.9,W,,,,,
1640,IN011,Indian_River,Tree,27.779589,-80.472442,1,1,0,0.0,0.0,0.0,Inactive,2019,USW00012843,14.96039053,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,8.3,W,3948.0,3948.0,W,126.0,W,79.0,W,0.0,W,0.0,W,0.0,W,348.0,W,91.0,W,38.0,"W,0121, ",4.49," ,W,1212, ",97.0,"W,0906,+",,,,,,,,,,,,,,,,,301.0,0.0,301.0,W,49.8," ,W",75.1,W,83.9,W,66.3,W,330.0,W,320.0,W,35.1,W,53.9,W,,,,,
1641,IN015,Indian_River,Tree,27.600167,-80.493833,1,1,1,2.0,1.0,1.0,Successful,2019,USW00012843,9.952518502,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,8.3,W,3948.0,3948.0,W,126.0,W,79.0,W,0.0,W,0.0,W,0.0,W,348.0,W,91.0,W,38.0,"W,0121, ",4.49," ,W,1212, ",97.0,"W,0906,+",,,,,,,,,,,,,,,,,301.0,0.0,301.0,W,49.8," ,W",75.1,W,83.9,W,66.3,W,330.0,W,320.0,W,35.1,W,53.9,W,,,,,
1642,IN018,Indian_River,Tree,27.611799,-80.384087,1,1,1,1.0,2.0,1.0,Successful,2019,USW00012843,5.676856851,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,8.3,W,3948.0,3948.0,W,126.0,W,79.0,W,0.0,W,0.0,W,0.0,W,348.0,W,91.0,W,38.0,"W,0121, ",4.49," ,W,1212, ",97.0,"W,0906,+",,,,,,,,,,,,,,,,,301.0,0.0,301.0,W,49.8," ,W",75.1,W,83.9,W,66.3,W,330.0,W,320.0,W,35.1,W,53.9,W,,,,,
1643,IN020,Indian_River,Tree,27.608506,-80.438146,1,1,1,1.0,1.0,0.0,Successful,2019,USW00012843,5.711002141,"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,5.7,8.3,W,3948.0,3948.0,W,126.0,W,79.0,W,0.0,W,0.0,W,0.0,W,348.0,W,91.0,W,38.0,"W,0121, ",4.49," ,W,1212, ",97.0,"W,0906,+",,,,,,,,,,,,,,,,,301.0,0.0,301.0,W,49.8," ,W",75.1,W,83.9,W,66.3,W,330.0,W,320.0,W,35.1,W,53.9,W,,,,,
1644,LA004,Lake,Tree,28.794833,-81.9175,1,1,1,1.0,1.0,0.0,Successful,2019,USW00012819,10.91831335,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1645,LA005,Lake,Tree,28.807833,-81.826667,0,0,0,0.0,0.0,0.0,Unknown,2019,USW00012819,2.245231846,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1646,LA015,Lake,Tree,28.8055918,-81.7554001,1,1,1,1.0,1.0,0.0,Successful,2019,USW00012819,5.569314842,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1647,LA020,Lake,Tree,28.592333,-81.672333,1,0,0,0.0,0.0,0.0,Unknown,2019,USW00012819,28.77928952,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1648,LA024,Lake,Tree,28.824833,-81.719833,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012819,8.756145785,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1649,LA025,Lake,Tree,28.793833,-81.696667,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012819,11.42619356,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1650,LA030,Lake,Tree,28.766333,-81.670333,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012819,14.89256714,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1651,LA131,Lake,Tree,28.849833,-81.693667,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012819,11.72890291,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1652,LA137,Lake,Tree,28.92261,-81.765768,1,1,1,1.0,1.0,0.0,Successful,2019,USW00012819,12.03412197,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1653,LA139,Lake,Tree,28.771667,-81.711167,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012819,11.0759116,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1654,LA142,Lake,Tree,28.873833,-81.701333,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012819,12.05023747,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1655,LA145,Lake,Tree,28.800833,-81.765,1,1,0,0.0,0.0,0.0,Inactive,2019,USW00012819,4.914605996,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1656,LA146,Lake,Tree,28.79802185,-81.69119044,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012819,11.82969596,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1657,LA152,Lake,Tree,28.815,-81.9,1,1,1,3.0,3.0,0.0,Successful,2019,USW00012819,8.833186794,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1658,LA156,Lake,Tree,28.95075,-81.801638,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012819,14.40078442,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1659,LA157,Lake,Tree,28.86,-81.944,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012819,13.77280642,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1660,LA158,Lake,Tree,28.812667,-81.726833,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012819,8.125140417,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1661,LA161,Lake,Tree,28.8245,-81.698667,0,0,0,0.0,0.0,0.0,Unknown,2019,USW00012819,10.81534973,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1662,LA170,Lake,Tree,28.78,-81.6605,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012819,15.24403614,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1663,LA175,Lake,Tree,28.827,-81.640833,1,1,1,2.0,2.0,0.0,Successful,2019,USW00012819,16.45558249,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1664,LA176,Lake,Artificial Structure,28.804333,-81.618167,1,1,1,1.0,1.0,0.0,Successful,2019,USW00012819,18.75066004,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
1665,LA177,Lake,Tree,28.796833,-81.911333,1,1,1,1.0,1.0,0.0,Successful,2019,USW00012819,10.2797023,"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,20.8,6.7,W,3878.0,3878.0,W,126.0,W,76.0,W,0.0,W,0.0,W,0.0,W,335.0,W,131.0,W,35.0,"W,0121, ",1.85," ,W,0813, ",98.0,"W,0626,+",,,,,,,,,,,,,,,,,574.0,9.0,574.0,W,41.48," ,W",74.4,W,83.9,W,64.8,W,260.0,W,250.0,W,38.9,W,52.1,W,357247.0,165760.0,0.4639926997287591,191487.0,0.5360073002712409
